age,annual_income,credit_score,loan_amount,loan_term_months,employment_years,debt_to_income,existing_loans,savings_balance,home_ownership,education,marital_status,dependents,purpose,loan_approved
49,147226.0,674.0,51261.0,60,19.7,0.156,2,29163.0,Own,Bachelor,Single,1,Home Improvement,0
26,50881.0,649.0,15256.0,36,0.4,0.203,0,17352.0,Mortgage,High School,Married,4,Debt Consolidation,0
26,52071.0,737.0,24082.0,12,0.0,0.158,2,,Mortgage,Bachelor,Married,0,Home Improvement,0
42,35713.0,663.0,22161.0,12,14.7,0.347,0,0.0,Mortgage,Bachelor,Married,2,Debt Consolidation,0
47,24810.0,658.0,3000.0,24,9.0,0.433,2,904.0,Mortgage,Bachelor,Single,0,Car,0
22,58617.0,688.0,12602.0,48,2.5,0.251,2,11722.0,Rent,High School,Married,1,Business,0
51,38404.0,802.0,8653.0,60,15.9,0.238,0,241.0,Mortgage,Bachelor,Married,1,Education,0
45,59526.0,583.0,12324.0,60,17.9,0.227,0,21687.0,Own,Master,Married,1,Education,0
21,28761.0,735.0,13034.0,48,0.8,0.251,2,5932.0,Other,Bachelor,Married,0,Medical,0
25,43008.0,544.0,22583.0,36,3.8,0.289,2,5395.0,Own,Bachelor,Married,0,Home Improvement,0
41,66585.0,696.0,48645.0,24,5.8,0.095,1,18445.0,Rent,High School,Married,0,Debt Consolidation,0
53,73915.0,793.0,12093.0,36,26.4,0.184,3,11540.0,Other,Master,Married,2,Car,0
58,75756.0,715.0,,36,29.5,0.092,1,8574.0,Rent,High School,Married,2,,0
40,32894.0,692.0,7111.0,60,10.5,0.24,1,,Rent,Bachelor,Married,0,Car,0
34,93446.0,640.0,48362.0,36,6.9,0.337,2,5184.0,Mortgage,Bachelor,Single,3,Debt Consolidation,0
64,42226.0,682.0,3985.0,36,22.1,0.281,1,6592.0,Own,High School,Divorced,1,Business,0
41,84008.0,662.0,12116.0,36,17.7,0.392,2,1070.0,Other,Bachelor,Single,1,Car,0
35,61684.0,623.0,52841.0,24,11.0,0.402,1,25261.0,Own,High School,Single,1,Debt Consolidation,0
40,32023.0,659.0,15705.0,60,6.2,0.107,3,10395.0,Rent,Master,Married,0,Debt Consolidation,0
